video_id,brand,published_at_utc,channel_id,channel_title,first_seen_utc,matched_fields
VDWbrSZT7nQ,buldak,2025-09-03,UC2fxIByCbgCvK6W1cZzzycA,Bite Boss,2025-09-04 08:35:53.910578+00:00,title|description|tags
-fctryg0TJU,buldak,2025-09-08,UCKBtPG4ZH9aybAq3BR-NLnQ,Muffinify ´༥`,2025-09-09 00:05:22.721629+00:00,title|description|tags
wiyjrcX4hh0,buldak,2025-09-08,UCxn3Jkj9zvKiFvwdHO38Gzw,Akotik,2025-09-09 00:05:22.721646+00:00,title|description|tags
g-1-i71C7lE,buldak,2025-09-08,UCOIkgS-PKlN05WzMG_AW4jQ,Mirazius,2025-09-09 00:05:22.721673+00:00,title|description|tags
iPm9orvsgfo,buldak,2025-09-08,UC57UbX16tRrSxRYo5bis_hw,FAMILY_FEAST_FOLLIES,2025-09-09 00:05:22.721699+00:00,title|description|tags
wojNu84IpXs,buldak,2025-09-08,UCfC3oV91CP3G4naeId9kjxQ,Cook What You Got,2025-09-09 00:05:22.721713+00:00,title|description|tags
BdK-YU1MTC8,buldak,2025-09-08,UCoflSxJc8ULqK9bpFHViEkQ,CRISPY asmr eating,2025-09-09 00:05:22.721742+00:00,title|description|tags
x9AiafAMAMY,buldak,2025-09-08,UCxxRTRIJRhRbmjAPSGEV_BQ,CommentMukbang,2025-09-09 00:05:22.721615+00:00,title|description|tags
Qt7sZL6cjvw,buldak,2025-09-08,UCstqdrWrmWLb6apzP70WrXA,★𝒷𝒶𝓈𝓈𝒾ℯ☆,2025-09-09 00:05:22.721792+00:00,title|description|tags
hFOwgDwCejA,buldak,2025-09-08,UCxmeqy0Znv6tHooQPCi3hQQ,nehir𐙚,2025-09-09 00:05:22.721922+00:00,title|description|tags
mDXDk1IHKcQ,buldak,2025-09-08,UCym3j21NbY5SIFXwl7YEXag,GainsWithdan,2025-09-09 00:05:22.721945+00:00,title|description|tags
RectUxSxfkI,buldak,2025-09-08,UC7kvWXIVeLXLW1UrE_Rb5vA,Radz Kitchen ASMR,2025-09-09 00:05:22.721968+00:00,title|description|tags
9HzbBxnsA5o,buldak,2025-09-08,UCscxAkekDE1YiBnYVaMzCaQ, Official Chahat vlogs ,2025-09-09 00:05:22.721997+00:00,title|description|tags
JJvRRRp8-UE,buldak,2025-09-08,UCEYC05RI_Gr4RC2Y_qcWg_Q,Cheddar Cheese,2025-09-09 00:05:22.722012+00:00,title|description|tags
k2JZD82deIY,buldak,2025-09-08,UCoSjhqi497yXbj46_a4-7BQ,Simply Real Sameeksha,2025-09-09 00:05:22.722035+00:00,title|description|tags
1SlJ8bpGqMk,buldak,2025-09-08,UCm507ppr-tiXf463fmAwNxw,COMBOBITE,2025-09-09 00:05:22.722067+00:00,title|description|tags
Xpn_ATzYRkI,buldak,2025-09-08,UC1O89J_O18zD6xDavVtz5eA,CookTales,2025-09-09 00:05:22.721888+00:00,title|description|tags
jq9VxYNDWQg,buldak,2025-09-08,UCy_7tfnOZZ1hQCTOJNHcrWw,Gisasikdang,2025-09-09 00:05:22.722159+00:00,title|description|tags
ulBnl1Tpiz8,buldak,2025-09-08,UCtzcbJmnmnEdJmfKKTTqYzw,Cravings and Sunsets,2025-09-09 00:05:22.721597+00:00,title|description|tags
eTnrVUf3m5g,buldak,2025-09-08,UCPK1-bEwhZ6M_iyBXoMGz-w,Dark  soul music ,2025-09-09 00:05:22.721572+00:00,title|description|tags
r77K_uZxNBI,buldak,2025-09-08,UCKT4fuuvozN6yCFLWfbG-PQ,JMdistrict,2025-09-09 00:05:22.721310+00:00,title|description|tags
JBIedbUKAUg,buldak,2025-09-08,UCcHzqdBaqicXhIa1g6Q6-JA,The ASMRAttic,2025-09-09 00:05:22.721323+00:00,title|description|tags
UMjBDlwjhF8,buldak,2025-09-08,UCtpWYVfc6qve5mdGmX0YgFg,SkittlesEatz,2025-09-09 00:05:22.721339+00:00,title|description|tags
2X0sqXUUiwA,buldak,2025-09-08,UCjfxYicsUvEi4im6YSGxXXg,Sweet-Vibes,2025-09-09 00:05:22.721353+00:00,title|description|tags
0X0sAyQ3anI,buldak,2025-09-08,UCO8g8TKa3rJYKztVHwgH5Tg,Kawaii canvas,2025-09-09 00:05:22.721365+00:00,title|description|tags
32WRY2b3orU,buldak,2025-09-08,UCc6vF7-L7-pcwbL-fgmbBpw,Varx Video,2025-09-09 00:05:22.721416+00:00,title|description|tags
EEv0n5mmjbE,buldak,2025-09-08,UC2_NmycumXJ7fP78eG-Is7A,FoodPorn,2025-09-09 00:05:22.721432+00:00,title|description|tags
FOdi_S_6ULE,buldak,2025-09-08,UCJ-XVPbde5ImEQDmc_AjnBg,Grace A,2025-09-09 00:05:22.721446+00:00,title|description|tags
rGZqDoZL7k8,buldak,2025-09-08,UCeYzOu4-Bp0SfvryLa6jcjw,QA Asmr,2025-09-09 00:05:22.721473+00:00,title|description|tags
l1o5w_UUX20,buldak,2025-09-08,UCVGneRlO1zcGo6XXIBwGs-Q,Jenny Daily Eats,2025-09-09 00:05:22.721487+00:00,title|description|tags
7HX3X2QmbOo,buldak,2025-09-08,UCSIBuEIHwX7RHZlY-FP0AkQ,The Fat Hipster,2025-09-09 00:05:22.721500+00:00,title|description|tags
mXSdQtvqFMw,buldak,2025-09-08,UCIM2PeplyFL1oHRksC_Xc3A,Angel Patrice,2025-09-09 00:05:22.721513+00:00,title|description|tags
vD-zitqVpNg,buldak,2025-09-08,UCbPE5p27QOcgJ_Psj7Zby0w,Jasmijntje_Lovegrily,2025-09-09 00:05:22.721548+00:00,title|description|tags
2d1Wxclf-_w,buldak,2025-09-08,UCHZ4IFfCQnB4lPzZJQFpWZQ,OnlyMukbang ,2025-09-09 00:05:22.721560+00:00,title|description|tags
jDEGiLVsQcE,buldak,2025-09-08,UCC3td4GwH7y3x0Tt5wwrj0A,Mona,2025-09-09 00:05:22.721460+00:00,title|description|tags
0K1UrWtzQos,buldak,2025-09-08,UCi6RriZdKssBvCeUTxX8n4g,OFW MIX VLOG ,2025-09-09 00:05:22.721293+00:00,title|description|tags
cziqYCsysQI,buldak,2025-09-08,UCOIkgS-PKlN05WzMG_AW4jQ,Mirazius,2025-09-09 00:05:22.722244+00:00,title|description|tags
m2eBer1T6UU,buldak,2025-09-08,UC0pZy6I8RoUlABL-WOMeTzw,Ugc_qwenn,2025-09-09 00:05:22.722344+00:00,title|description|tags
DparCIk4pHc,buldak,2025-09-08,UCH4SzsUTmpiRX9lFDEND1lg,Foodie Pinku,2025-09-09 00:05:22.722978+00:00,title|description|tags
rvSZJWUsU2I,buldak,2025-09-08,UCfIPEWR5ZSUnnSXiyrXUO_A,reelsbyfariha,2025-09-09 00:05:22.723001+00:00,title|description|tags
877xdB2eU8o,buldak,2025-09-08,UCwJcfKW56KPqXQhxZtvt30g,Mukbang Binger,2025-09-09 00:05:22.723064+00:00,title|description|tags
jzoV0bp88NE,buldak,2025-09-08,UCc86srjO2y_3K1hP8l2DSmQ,dream bites,2025-09-09 00:05:22.723089+00:00,title|description|tags
Gzb1cFQf8Rk,buldak,2025-09-08,UCuPCGxZvGh8mjnfHp9y2OhA,BiteMatch,2025-09-09 00:05:22.723133+00:00,title|description|tags
nElF8JZ1EVE,buldak,2025-09-08,UCwZ3TmEr1PQv4vujEhgWF2Q,Rasvat Thali,2025-09-09 00:05:22.723157+00:00,title|description|tags
fA6W_jj3d-Q,buldak,2025-09-08,UCrGEgE77WAhy351YhAZegCQ,SilentBite,2025-09-09 00:05:22.723207+00:00,title|description|tags
y7PoHf03dXk,buldak,2025-09-08,UCgG_iiAA2smItPr3Y4x5KWA,DIY famm,2025-09-09 00:05:22.722965+00:00,title|description|tags
guMZOb6OaSk,buldak,2025-09-08,UC9Dc6pwgk0MWnOFHaZ-WXMQ,AI Mukbang,2025-09-09 00:05:22.723222+00:00,title|description|tags
qrt_QmgQiUo,buldak,2025-09-08,UCvhiN8jzEaAC8ooTOkrJcxg,Lara,2025-09-09 00:05:22.723262+00:00,title|description|tags
9fdGMYB4oiA,buldak,2025-09-08,UCpb6xSFKpWCVxJas632j9-w,Miriana Ventra,2025-09-09 00:05:22.723301+00:00,title|description|tags
i12cQhg2OA4,buldak,2025-09-08,UC57UbX16tRrSxRYo5bis_hw,FAMILY_FEAST_FOLLIES,2025-09-09 00:05:22.723377+00:00,title|description|tags
GoHyqFQzBWc,buldak,2025-09-08,UCoSjhqi497yXbj46_a4-7BQ,Simply Real Sameeksha,2025-09-09 00:05:22.723394+00:00,title|description|tags
kPvtseFBXLM,buldak,2025-09-08,UCXfLkrv2x6aRQj8-2Q77LpA,Faes kitchen,2025-09-09 00:05:22.723417+00:00,title|description|tags
ae9dSSWs0Zw,buldak,2025-09-08,UCWJfZNbwlES0YbY0pr1RFew,Другой Сушист | Суши роллы рецепты,2025-09-09 00:05:22.723522+00:00,title|description|tags
rp4TB-fc3VM,buldak,2025-09-08,UC6w0ZmxoFH_4cQUqnyxIf5Q,sayfergoat rofls,2025-09-09 00:05:22.723248+00:00,title|description|tags
IOqlKjnEIx4,buldak,2025-09-08,UCOMMej7-x4t1GaYkvQA_iXw,Recipe World,2025-09-09 00:05:22.722286+00:00,title|description|tags
K-YUsJjxBVw,buldak,2025-09-08,UC_L-AePwJPK4pnOA_xChMow,rai Bhai 910,2025-09-09 00:05:22.722951+00:00,title|description|tags
Cc_TZ0kBPqs,buldak,2025-09-08,UCZ4lzRy7_Qfd7ZKqvWqbYCg,Taranjot Singh13,2025-09-09 00:05:22.722909+00:00,title|description|tags
rywgc4taKxE,buldak,2025-09-08,UC1FDZitM68KikFb1On9NEgw,NomNomMomz,2025-09-09 00:05:22.722452+00:00,title|description|tags
sGB8oU9c1CE,buldak,2025-09-08,UCAMx0znX7tz7BwVEv8VXwtA,SinghaVinni,2025-09-09 00:05:22.722518+00:00,title|description|tags
-HL5pCsSenA,buldak,2025-09-08,UCWHvTptMSGrNRX16qg3hzQA,Syeda Bibi,2025-09-09 00:05:22.722554+00:00,title|description|tags
EJ9VezoZaRY,buldak,2025-09-08,UCfYdyP7YWz1M_npLiCFSlEw,Moya,2025-09-09 00:05:22.722610+00:00,title|description|tags
YK0yixApqkc,buldak,2025-09-08,UCNVT7Az0yJ6J1A8hN6dkdcA,Halleybetitt พกพาได้,2025-09-09 00:05:22.722626+00:00,title|description|tags
sqYmC3zzQuY,buldak,2025-09-08,UC53K5HBslxwagGUrtz3MtUQ,YEEATNING 예잇닝,2025-09-09 00:05:22.722644+00:00,title|description|tags
C52zB0wUfxY,buldak,2025-09-08,UCXP2X2Kpg5oiTP5PobeRElQ,Bites Only Ell,2025-09-09 00:05:22.722936+00:00,title|description|tags
ffYHnf35fUg,buldak,2025-09-08,UCUL4Nv-BuOZ4TfraVtCzpvQ,Muntazam Abdurashidovna,2025-09-09 00:05:22.722663+00:00,title|description|tags
qk28HvQtkGE,buldak,2025-09-08,UCHofT_9E22SBN1TE80ONenw,yoripop,2025-09-09 00:05:22.722698+00:00,title|description|tags
11fkl3G4jBc,buldak,2025-09-08,UCt-k9xld2i7ISEf4vfyzwMQ,Sifat - Nayem,2025-09-09 00:05:22.722723+00:00,title|description|tags
EXeZF7xSQbo,buldak,2025-09-08,UCERPywMmTZ8m_NT9EKn8Ggw,olnudle,2025-09-09 00:05:22.722770+00:00,title|description|tags
xXea84ne1aM,buldak,2025-09-08,UCHJui7yXLXWgMtyVQ4gSaMA,Foodie Arjun,2025-09-09 00:05:22.722799+00:00,title|description|tags
fGnY5QWBXm4,buldak,2025-09-08,UC8SoADdqobS4r0RYOdw3O7g,Tristan Borris,2025-09-09 00:05:22.722818+00:00,title|description|tags
5fz-2YJlxeQ,buldak,2025-09-08,UCdtgx1YzKPJNsH-A2yKlXfQ,Neha Thakur,2025-09-09 00:05:22.722835+00:00,title|description|tags
-o1fbdTYKCM,buldak,2025-09-08,UCKRPokscBIyBDP-DEXXq4rA,Mummy aur beti ,2025-09-09 00:05:22.722887+00:00,title|description|tags
az6aiL8mRJU,buldak,2025-09-08,UCdxL2F36OYrF-G8lyLfqmdw,Abuanlu kamei,2025-09-09 00:05:22.722679+00:00,title|description|tags
LVUlAiDoqbE,buldak,2025-09-08,UCKkXOC-NDP_jr8hAxqH0pHg,TashxFal,2025-09-09 00:05:22.721280+00:00,title|description|tags
ja5It9BqyEw,buldak,2025-09-08,UC75n9JrpB3cOOJUmpUZrX_A,Char,2025-09-09 00:05:22.721260+00:00,title|description|tags
dcTIOerFRf4,buldak,2025-09-08,UC8SiXPwzwn8X9HA4d1AdzIQ,BaklaEats,2025-09-09 00:05:22.721248+00:00,title|description|tags
ibSwxCfPfjc,shin ramyun,2025-09-07,UCJmGAJ0zIYcx4ZH88J5kn7g,치카홀릭,2025-09-08 00:08:21.013397+00:00,title|description|tags
O3ouulge9LE,shin ramyun,2025-09-07,UCt0Nt1w2y8RM56jzde7bDBw,elvivi,2025-09-08 00:08:21.013511+00:00,title|description|tags
w7j5md3zZog,shin ramyun,2025-09-07,UCapEzmwRKi8cUFwS0tUxT8A,CHRISTINA XIONG,2025-09-08 00:08:21.013585+00:00,title|description|tags
nWuLq-IF-kQ,jin ramen,2025-09-07,UCoFwgjgEztEmvw1DZMePuAA,Easy Peasy K-food,2025-09-08 00:08:23.300443+00:00,title|description|tags
6hQggqQ4430,jin ramen,2025-09-07,UCIC6QzKpaVop2bByW4f9Z8w,nene1204,2025-09-08 00:08:23.300466+00:00,title|description|tags
SEg8DFTd0AE,bibigo,2025-09-07,UCsYxpiplPEXC1QUSajfsk_g,bibigo Vietnam,2025-09-08 00:08:25.446328+00:00,title|description|tags
8rYZ7jdQi_k,buldak,2025-09-07,UCp95mVo3vYOLj4xjolck0Xw,Asmr_Yemek🍜,2025-09-08 23:58:56.815540+00:00,title|description|tags
SWUPE2nTc1o,shin ramyun,2025-09-07,UC8FThVOLWvKF3PkXC7ycW4g,Avani Ganjve💫,2025-09-08 00:08:21.013365+00:00,title|description|tags
n4aM6TDa1-Y,buldak,2025-09-07,UCRIISkv-bb4Afw1h8FEpH3A,BRIGHTSKY_CLAWZ ⃤⃝ིྀ,2025-09-08 23:58:56.815576+00:00,title|description|tags
utAAPMhFUW8,buldak,2025-09-07,UCOqOYAFJcNRUuG0egESUaQg,J&L Show,2025-09-08 23:58:56.815768+00:00,title|description|tags
LSggX0jTFls,buldak,2025-09-07,UCTa3OXdaBT3XSENheXir_CQ,Marky Thies Jr Vlogs,2025-09-08 23:58:56.815940+00:00,title|description|tags
cFfl477BzFI,buldak,2025-09-07,UCm05A_wg77qG8q2l9Dnrbsg,🖤Soft_Candy🖤,2025-09-08 23:58:56.816148+00:00,title|description|tags
XobmhlYVHhE,buldak,2025-09-07,UCFIi7oiCpZHsiGI33Tny0CQ,Tania Eats,2025-09-08 23:58:56.816423+00:00,title|description|tags
5TvwPbi7fgk,buldak,2025-09-07,UCPKF7U7nDEg3Aqzv5Nef0Bg,Dod,2025-09-08 23:58:56.818613+00:00,title|description|tags
KPk4_NZwmvE,buldak,2025-09-07,UCUF-ACr1wLfOKKcGdbxs7Kw,Rita Soy,2025-09-08 23:58:56.818629+00:00,title|description|tags
xid-hylQ6fM,buldak,2025-09-07,UC4j8KZk1r8XDJFnsBY3NDOg,Sarah Gurung ,2025-09-08 23:58:56.818637+00:00,title|description|tags
PX_QJ8cZ3qE,buldak,2025-09-07,UCpxofbzPOyepndXMsQWXmHA,wasteddd,2025-09-08 23:58:56.815701+00:00,title|description|tags
q6t8egBlSME,buldak,2025-09-07,UCO63KsVL55NVC_C-BimNscw,Nia's Vlog,2025-09-08 23:58:56.818648+00:00,title|description|tags
MtwbhqADOF4,shin ramyun,2025-09-07,UCWDVWXiiuIMB1pns1WfqqKQ,Aashrita Rana,2025-09-08 00:08:21.013350+00:00,title|description|tags
x_nywLJvFRc,shin ramyun,2025-09-07,UChseH8JzsJ55SN7GuJBstVQ,Dede Reiki,2025-09-08 00:08:21.013321+00:00,title|description|tags
JhGjLLA7_8k,shin ramen,2025-09-07,UC2cuxIIxlPodMTfD3m_Pk6g,Ishinoshi,2025-09-08 00:08:17.572100+00:00,title|description|tags
894L6U_3Rb8,shin ramen,2025-09-07,UC3udo4h3E2iPN8izCnBDJPg,Bubblelina's Adventures!,2025-09-08 00:08:17.572260+00:00,title|description|tags
yDEFw40tDG4,shin ramen,2025-09-07,UCqmM0fST6baj12SNxo0NCjw,Krazy Korean TV,2025-09-08 00:08:17.572352+00:00,title|description|tags
oq3301_2RZc,nongshim,2025-09-07,UCPV3DMjz5WKMK6IMNNnnAOQ,Palak Hasija | Corporate and Casual ,2025-09-08 00:08:19.288749+00:00,title|description|tags
EbZ6mORbiow,nongshim,2025-09-07,UC5BffYxjvCB5p-eiHtTnr_g,꼬꼬잇,2025-09-08 00:08:19.288784+00:00,title|description|tags
pRVKAsWR4kU,nongshim,2025-09-07,UCOFiUtKui6-x4T-J7_DgCag,Caedrel,2025-09-08 00:08:19.288826+00:00,title|description|tags
7EN4zcCEEJc,shin ramyun,2025-09-07,UCvauUAM0bRFbm0fU7fll3lA,Hari Karuna Rai,2025-09-08 00:08:21.013338+00:00,title|description|tags
zEEV_rVr3KM,shin ramyun,2025-09-07,UC1G-c1r64Xyoj9O8d1SYe2w,Explorer Forever,2025-09-08 00:08:21.013115+00:00,title|description|tags
Ra4KrPG9EvU,shin ramyun,2025-09-07,UCIFQ84_TuD974IErgOYj_XA,Bake it Simple,2025-09-08 00:08:21.013228+00:00,title|description|tags
zCFzHlmtfWI,shin ramyun,2025-09-07,UCdXFpDy23siPwVb8kRC6usg,The.Cherry.Notes💌,2025-09-08 00:08:21.013246+00:00,title|description|tags
b356h8MqYNQ,shin ramyun,2025-09-07,UCa-KUR_mtcwWL-MIW5gwNDA,World Traveler Montgue,2025-09-08 00:08:21.013259+00:00,title|description|tags
dLJVwpq2z2g,shin ramyun,2025-09-07,UCxGa9Nn1Ldy3zjqU4YpczbA,BrightHema,2025-09-08 00:08:21.013286+00:00,title|description|tags
v9WHjnT1L10,shin ramyun,2025-09-07,UC0XO4mylVDdw4-_xmN8itXA,YUM Eating Mukbang,2025-09-08 00:08:21.013305+00:00,title|description|tags
k2ghKHGqTU4,shin ramyun,2025-09-07,UCiYHk7K1VDdcIclFtdYpxFA,“ Enchilados La Malgara”,2025-09-08 00:08:21.013064+00:00,title|description|tags
YJ5-_azv8aQ,buldak,2025-09-07,UC7kvWXIVeLXLW1UrE_Rb5vA,Radz Kitchen ASMR,2025-09-08 23:58:56.818658+00:00,title|description|tags
Z1sl_ehLQgo,buldak,2025-09-07,UC2sgDzKEyV-Rr2cFcsT4CiQ,Northeast mukbang~,2025-09-08 23:58:56.818667+00:00,title|description|tags
HccPguHgcg0,buldak,2025-09-07,UC7zpgvLo6VCr2GmyALZSfrQ,The Ramen Room,2025-09-08 23:58:56.818684+00:00,title|description|tags
d6-cPLKHqSM,nongshim,2025-09-07,UCQJT7rpynlR7SSdn3OyuI_Q,Loleventvods - LoL Esports: VODs & Montages,2025-09-08 23:59:05.001909+00:00,title|description|tags
t7bBO6m8XeA,nongshim,2025-09-07,UCrduMk8uzQk-0tegsbX-T9w,Chris Burdios,2025-09-08 23:59:05.002123+00:00,title|description|tags
qXWg4DExOeY,nongshim,2025-09-07,UCmryPdNm3ScJaMnjZWcjfgw,SK And Team's On It,2025-09-08 23:59:05.002143+00:00,title|description|tags
CQqaVksDmhE,shin ramyun,2025-09-07,UClRTqErRfRRb6J0_GxFBU5A,WillieWasHere,2025-09-08 23:59:06.741892+00:00,title|description|tags
NpDbps2T5w0,buldak,2025-09-08,UCtsmuMOx6SUJdzoVPng26ow,Apong Bolet Cooking Show,2025-09-09 00:05:22.720988+00:00,title|description|tags
OJSIYy_dfzQ,buldak,2025-09-08,UC9_Lk3ooONvnKGPnoeDc8Dg,Kimberleigh,2025-09-09 00:05:22.721056+00:00,title|description|tags
3yGQr5u2T00,buldak,2025-09-08,UCqSe7W_a7CX_lXiqnFKsgzQ,Turki Foodie,2025-09-09 00:05:22.721078+00:00,title|description|tags
5LFCmp386Wg,nongshim,2025-09-07,UCQJT7rpynlR7SSdn3OyuI_Q,Loleventvods - LoL Esports: VODs & Montages,2025-09-08 23:59:05.001857+00:00,title|description|tags
QID9fNEZiys,buldak,2025-09-08,UCr_12XWor63n79-cbWg-N3Q,Buldak Official,2025-09-09 00:05:22.721100+00:00,title|description|tags
mUB4dAXXmLI,buldak,2025-09-08,UCABz2ar1OumUJ9O3GzGq51w,The Great Picdini,2025-09-09 00:05:22.721133+00:00,title|description|tags
XuU_ISuYe3M,buldak,2025-09-08,UCEo1taHi3KxIHrME6jcGaRg,Tiff & Jer,2025-09-09 00:05:22.721158+00:00,title|description|tags
mU2QYETAdxY,buldak,2025-09-08,UCPq8ilT48prYUTUimZHkbdA,Momnomnom,2025-09-09 00:05:22.721175+00:00,title|description|tags
aU2pHE2lfm4,buldak,2025-09-08,UCVsq7IjUxL172eA291Rk6mA,TheeTropicalStorm,2025-09-09 00:05:22.721190+00:00,title|description|tags
EhgH11MXkJc,buldak,2025-09-08,UCY-ZO3ZcWppW74_oyvUSvvg,Diana Perry,2025-09-09 00:05:22.721203+00:00,title|description|tags
YarQb27ZkOM,buldak,2025-09-08,UCWkcGRCEEZp9LklERGwt5Rw,ramen food group,2025-09-09 00:05:22.721218+00:00,title|description|tags
nQBg0JveTFI,buldak,2025-09-08,UCpwlyPncIw1ZW_96uOZbKVg,maria habib,2025-09-09 00:05:22.721231+00:00,title|description|tags
gF1ryFZD6Pk,buldak,2025-09-08,UC2nKOS8tZ03lLfISguHnvCw,PrettyfacePeache$,2025-09-09 00:05:22.721116+00:00,title|description|tags
kmmHqaKL-6A,samyang,2025-09-07,UCjTDyEFKACObSdtbJuW0Z-w,kharia Anastasya ,2025-09-08 23:59:01.490887+00:00,title|description|tags
a7-e2fJ1Ct0,samyang,2025-09-07,UCuJnw5Ab5bXiswzjE4Ty9qA,The CameraBoss,2025-09-08 23:59:01.490524+00:00,title|description|tags
cWNmTbT_Mm8,samyang,2025-09-07,UCJNg2ByttQETJa3sIizXTyA,Lima Tujuh,2025-09-08 23:59:01.490284+00:00,title|description|tags
S5mAxWzE6DA,buldak,2025-09-07,UCItv-4YLL8r2WjRhv0afXzw,Moln ☁,2025-09-08 23:58:56.818694+00:00,title|description|tags
ME-ONUdVDFE,buldak,2025-09-07,UCr62ua5PPv-gBEAUlZUq2vA,Cocovlogs,2025-09-08 23:58:56.818708+00:00,title|description|tags
ooET--Cv7cE,buldak,2025-09-07,UCPKF7U7nDEg3Aqzv5Nef0Bg,Dod,2025-09-08 23:58:56.818720+00:00,title|description|tags
obIDO5WnvMY,buldak,2025-09-07,UCNFwhAU5jUnuZTv_tuoOKTw,DUSHA,2025-09-08 23:58:56.818732+00:00,title|description|tags
s8oO1t8Rf4s,buldak,2025-09-07,UCObAeX2xgixgW9UTecSg2cw,Korean Foodie Bee,2025-09-08 23:58:56.818741+00:00,title|description|tags
bDv8T-GrZSI,buldak,2025-09-07,UCnp0FWcjh3cmy2z6qMwWy3g,Rimma Eating Vlogs,2025-09-08 23:58:56.818833+00:00,title|description|tags
SHgnrRuoMb8,buldak,2025-09-07,UCDWPZX-7PdGx3SXl9-SBNrA,Sakshi walawalkar,2025-09-08 23:58:56.819810+00:00,title|description|tags
8UIr5PBr5BU,buldak,2025-09-07,UC-woN9IS-Nm8GxZETbRGKjQ,쏘얌ssoyum,2025-09-08 23:58:56.819828+00:00,title|description|tags
jnx2sEVln1o,buldak,2025-09-07,UCg0S7VrRrxoO6hT1TYHayKA,Nae Noodles,2025-09-08 23:58:56.819840+00:00,title|description|tags
M242MpYYSDI,buldak,2025-09-07,UCrIsrvBL7LOetGTOPF64KlQ,Golden Piggy Academy,2025-09-08 23:58:56.819879+00:00,title|description|tags
TG2FzHAD7W4,buldak,2025-09-07,UCMoCi_KOokGRYvmIw9x-y1g,Baby 💖Stars⭐️,2025-09-08 23:58:56.819890+00:00,title|description|tags
F23dIIGFUEw,buldak,2025-09-07,UC7kvWXIVeLXLW1UrE_Rb5vA,Radz Kitchen ASMR,2025-09-08 23:58:56.819900+00:00,title|description|tags
NPgvW3lU4d0,buldak,2025-09-07,UCvdSChZDwdaeg44kvTFRgmA,Huntrix Kverse,2025-09-08 23:58:56.819914+00:00,title|description|tags
0sRWARmaRiA,buldak,2025-09-07,UCmgfEcWdhlhdqsP1bqudOHA,She Eats,2025-09-08 23:58:56.819924+00:00,title|description|tags
Np6ootXBSR0,buldak,2025-09-07,UC1yQC9kmzylSQlRgsTtFTqQ,snoopy crafts,2025-09-08 23:58:56.819935+00:00,title|description|tags
d9HNrQtXG4A,buldak,2025-09-08,UC82t3uZrCkSQ9iJb6NGr7tA,Cook.by.happy🧑‍🍳,2025-09-09 00:05:22.723568+00:00,title|description|tags
7of3H7-QSTA,shin ramen,2025-09-07,UCga7fJaXyAg44ea0WQpRb9Q,@moonchild ,2025-09-08 00:08:17.572080+00:00,title|description|tags
neKcyLtCpK0,buldak,2025-09-08,UCfiOvlU7hCGHl_yP_ddfyRw,NamCook 남쿡,2025-09-09 00:05:22.723607+00:00,title|description|tags
CjUw9cYHm_s,samyang,2025-09-08,UCe2QplXG-Z3steH0MUFRVGg,Fanny,2025-09-09 00:05:27.364651+00:00,title|description|tags
gUl1GwUer6c,samyang,2025-09-08,UCqtrFPCCiw1D4F3x9TJFImQ,Rinchen Yangki,2025-09-09 00:05:27.364674+00:00,title|description|tags
WhDw-ugzU90,samyang,2025-09-08,UCmNtbmVqmm7uebyL6Bgd7mw,o obiektywach,2025-09-09 00:05:27.364695+00:00,title|description|tags
48WcmSRw-mU,samyang,2025-09-08,UCFEMxk_l-obxU40G7RPWhUg,Tshireletso Seane,2025-09-09 00:05:27.364748+00:00,title|description|tags
q264u7UAbJM,samyang,2025-09-08,UCFEMxk_l-obxU40G7RPWhUg,Tshireletso Seane,2025-09-09 00:05:27.364770+00:00,title|description|tags
TKFL_oEk9ko,samyang,2025-09-08,UCfGdTF2Lc2L302QOeDeAU6A,Quick n Easy Recipes with Qamar Imran,2025-09-09 00:05:27.364788+00:00,title|description|tags
UGZvT-hO-cU,samyang,2025-09-08,UCaZvv6p3_6suCDI1AE11LpQ,Juwyuch4n,2025-09-09 00:05:27.364586+00:00,title|description|tags
LLkqCjgb7gQ,samyang,2025-09-08,UCeKTcn12yF2DdxvzFFm5Gnw,Nucosmic,2025-09-09 00:05:27.364805+00:00,title|description|tags
X6Tp5JdDc7Y,samyang,2025-09-08,UCXZ9ath3ohOQzgbZPt-Riqw,jasmin solis,2025-09-09 00:05:27.364845+00:00,title|description|tags
ZVUEUmi3IgQ,samyang,2025-09-08,UCx04V3WoaSA7D4IB1m5wpTg,Ali kumbang ,2025-09-09 00:05:27.364858+00:00,title|description|tags
t-3qiE_gDWo,samyang,2025-09-08,UCrqfA3E4kviMhAutuXEuZlg,milena martins,2025-09-09 00:05:27.364874+00:00,title|description|tags
iiJsDWMOteg,samyang,2025-09-08,UCvS5D1yXbuc3r_IPIJTpsmg,Dynasty Builders ⚒️,2025-09-09 00:05:27.365050+00:00,title|description|tags
bo6UWbjxVmY,samyang,2025-09-08,UClVU1EMR-EJ4sUVBicwqxbg,nisrina nuravionida23,2025-09-09 00:05:27.365068+00:00,title|description|tags
AQeAYGmsX38,samyang,2025-09-08,UCUM_bkmcsTTpZZ3zTpQ6leg,aureliafw,2025-09-09 00:05:27.365085+00:00,title|description|tags
vmXW87UxjAE,samyang,2025-09-08,UCdZyIQ7AKgwHb9g9OrP65Nw,Khana Pakana Dill Seey,2025-09-09 00:05:27.365103+00:00,title|description|tags
