video_id,as_of_date_utc,viewCount,likeCount,commentCount
b_0P_iKcOns,2025-09-11,2466,78,8
dcW0eTUQuVI,2025-09-11,105,0,0
vah2gFYk7E8,2025-09-11,29,2,0
pXvZKE53Je8,2025-09-11,198,1,0
FgYOZh4xeqE,2025-09-11,300,7,0
mUVaHCsNWt4,2025-09-11,17,3,0
C1MWgeBECk0,2025-09-11,52,2,0
62hmAAXAtW4,2025-09-11,87,1,0
IHVWkj_U_qY,2025-09-11,228,5,0
qMnXzo30BYI,2025-09-11,1574,12,0
jmtdcSdV8ns,2025-09-11,1002,5,0
nOpWNEEUyhk,2025-09-11,71,1,0
bMJaZ_GXpUI,2025-09-11,2,0,0
kGWxqsd48P8,2025-09-11,7,0,0
EEH4hbXtweM,2025-09-11,62,0,0
N3rVPGrYxag,2025-09-11,229,5,0
bymgZRwv9eQ,2025-09-11,50,0,0
WKEqGoq9iXs,2025-09-11,3,0,0
H8ByKsG-2tA,2025-09-11,11,1,0
46G688W3n8c,2025-09-11,251,1,0
n5RMCBhM4iQ,2025-09-11,39,0,0
s4ylzXAnMMM,2025-09-11,2,0,0
U7HfExwPgXU,2025-09-11,31,1,0
EuwGcc7MPzc,2025-09-11,4046,200,5
HMwTQjqClAw,2025-09-11,1822,6,0
K2A3AHXGUI0,2025-09-11,326,1,0
mm5yeaqj21c,2025-09-11,231,3,0
KR0-VV6LzSg,2025-09-11,50,0,0
_-41pQGQcVg,2025-09-11,168,5,1
_9dJ2Bl9bi0,2025-09-11,184,1,0
nwd6dOtPuS4,2025-09-11,942,11,0
mZjO676eo48,2025-09-11,54,0,0
AO9shavRzW0,2025-09-11,255,2,0
JEGmty4hfv8,2025-09-11,672,10,1
yuRmZFptus0,2025-09-11,8,0,0
xoEcyjYubjQ,2025-09-11,71,2,0
B4rn2I9fLao,2025-09-11,744,5,0
f7gMAzs8rWU,2025-09-11,168,2,1
KsFTTWJExTU,2025-09-11,168,20,0
7LtPzcaqpBo,2025-09-11,275,1,0
X4tDH4kyLTQ,2025-09-11,602,3,0
QUPS98QgH1o,2025-09-11,120,0,0
SoWzirualcA,2025-09-11,1,0,0
tEkt1oo4cbo,2025-09-11,1514,16,0
J7UN2fZi4Z4,2025-09-11,120,0,0
-QbjDZwzDNo,2025-09-11,110,0,0
0IpI0c5zh0Y,2025-09-11,60,1,0
_bY-TeXm3zg,2025-09-11,0,0,0
Z5uWBCkot84,2025-09-11,116,3,1
XrLBKZcMYhY,2025-09-11,29,0,0
f706Ey-ujyM,2025-09-11,90,0,0
7RxILmMov2A,2025-09-11,6,1,0
3_r_BgJ1zEI,2025-09-11,1690,14,0
pyU-aPS9j20,2025-09-11,991,20,0
6yj0tgTKZvE,2025-09-11,120,1,0
afVqNAf0sXk,2025-09-11,6,2,0
_r3eytaL_jQ,2025-09-11,72,0,0
AxvrucmAHxA,2025-09-11,481,67,8
DYTln8Ojjag,2025-09-11,1,0,0
7G7y91cs5fk,2025-09-11,61,1,0
SfCxinXnR3U,2025-09-11,897,1,0
32s7_z7yLTw,2025-09-11,549,4,1
1SuZ4b6lwkA,2025-09-11,910,0,0
H_OTmqH4jes,2025-09-11,201,3,1
